[29/Nov/2025:00:02:46 +0000] - GET /discord/stats 200 0.233 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:35:54 +0000] - GET /discord/stats 200 0.305 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:35:54 +0000] - GET /discord/stats 200 0.823 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:35:54 +0000] - GET /discord/stats 200 0.184 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:40:54 +0000] - GET /discord/stats 200 0.271 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:40:54 +0000] - GET /discord/stats 200 0.230 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:40:54 +0000] - GET /discord/stats 200 0.170 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:45:54 +0000] - GET /discord/stats 200 0.222 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:45:54 +0000] - GET /discord/stats 200 0.175 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:45:54 +0000] - GET /discord/stats 200 0.250 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:50:54 +0000] - GET /discord/stats 200 0.295 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:50:54 +0000] - GET /discord/stats 200 0.149 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:50:54 +0000] - GET /discord/stats 200 0.213 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:55:54 +0000] - GET /discord/stats 200 0.214 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:55:54 +0000] - GET /discord/stats 200 0.160 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:55:54 +0000] - GET /discord/stats 200 0.156 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:58:25 +0000] - GET /slots?limit=25 200 24.853 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:58:25 +0000] - GET /discord/stats 200 0.280 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:58:44 +0000] - GET /slots?limit=25 200 24.191 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:58:44 +0000] - GET /discord/stats 200 0.161 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:58:56 +0000] - GET /slots?limit=25 200 25.775 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:58:56 +0000] - GET /discord/stats 200 1.092 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:01:59:45 +0000] - GET /discord/stats 200 0.211 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:00:15 +0000] - GET /discord/stats 200 0.219 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:00:17 +0000] - GET /discord/stats 200 0.379 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:00:18 +0000] - GET /discord/stats 200 0.276 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:03:33 +0000] - GET /user 200 123.939 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:03:33 +0000] - GET /user/rakeback 200 1.233 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:03:34 +0000] - GET /slots?limit=25 200 25.146 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:09:10 +0000] - GET /user 200 207.069 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:09:12 +0000] - GET /user/rakeback 200 1.500 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:09:17 +0000] - GET /user 200 49.238 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:09:17 +0000] - GET /user/rakeback 200 1.911 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:09:17 +0000] - GET /slots?limit=25 200 25.402 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:12:32 +0000] - GET /slots/providers 200 0.696 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:12:32 +0000] - GET /slots/featured 200 0.618 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:12:32 +0000] - GET /slots?sortOrder=DESC&sortBy=popularity&provider=&search= 200 26.040 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:12:38 +0000] - GET /slots?limit=25 200 28.096 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:18:42 +0000] - GET /user 200 212.053 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:18:43 +0000] - GET /user/rakeback 200 1.668 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:02:18:44 +0000] - GET /slots?limit=25 200 29.650 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:10:42:26 +0000] - GET /user 200 247.531 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:10:42:28 +0000] - GET /user/rakeback 200 1.333 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:10:42:28 +0000] - GET /slots?limit=25 200 37.583 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:10:46:19 +0000] - GET /slots?limit=25 200 25.084 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[30/Nov/2025:10:47:10 +0000] - GET /slots?limit=25 200 24.075 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:37:14 +0000] - GET /user 200 175.349 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:37:16 +0000] - GET /user/rakeback 200 1.577 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:37:17 +0000] - GET /slots?limit=25 200 28.305 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:49:10 +0000] - GET /slots?limit=25 200 26.040 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:49:44 +0000] - GET /slots?limit=25 200 23.872 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:55:52 +0000] - GET /user 200 51.343 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:55:53 +0000] - GET /user/rakeback 200 1.978 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:55:53 +0000] - GET /slots?limit=25 200 24.816 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:56:08 +0000] - GET /slots/providers 200 0.463 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:56:08 +0000] - GET /slots/featured 200 0.535 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:56:08 +0000] - GET /slots?sortOrder=DESC&sortBy=popularity&provider=&search= 200 29.958 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:56:11 +0000] - GET /slots?limit=25 200 27.800 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:58:26 +0000] - GET /slots/providers 200 0.334 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:58:26 +0000] - GET /slots/featured 200 0.254 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:58:26 +0000] - GET /slots?sortOrder=DESC&sortBy=popularity&provider=&search= 200 24.254 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:18:58:28 +0000] - GET /slots?limit=25 200 25.508 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:01:52 +0000] - GET /user/notifications 200 91.421 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:03:16 +0000] - GET /user/3/profile 200 77.714 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:03:30 +0000] - GET /slots?limit=25 200 23.760 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:09:29 +0000] - GET /user 200 49.783 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:09:30 +0000] - GET /user/rakeback 200 1.109 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:09:30 +0000] - GET /slots?limit=25 200 25.475 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:09:51 +0000] - GET /slots?limit=25 200 23.731 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:10:05 +0000] - GET /slots?limit=25 200 23.890 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:10:53 +0000] - GET /user/notifications 200 48.526 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:11:18 +0000] - GET /mines 200 31.201 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:11:25 +0000] - POST /mines/start 400 22.601 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:12:50 +0000] - GET /user 200 51.543 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:12:51 +0000] - GET /user/rakeback 200 1.019 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:12:52 +0000] - GET /mines 200 25.303 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:12:54 +0000] - GET /user/notifications 200 49.369 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:11 +0000] - GET /slots?limit=25 200 25.200 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:14 +0000] - GET /user 200 50.533 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:14 +0000] - GET /user/rakeback 200 0.858 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:14 +0000] - GET /slots?limit=25 200 24.457 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:23 +0000] - GET /user/notifications 200 48.281 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:41 +0000] - GET /slots/providers 200 1.299 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:41 +0000] - GET /slots/featured 200 0.399 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:41 +0000] - GET /slots?sortOrder=DESC&sortBy=popularity&provider=&search= 200 24.748 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:13:48 +0000] - GET /slots?limit=25 200 24.627 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:14:00 +0000] - GET /slots?limit=25 200 25.019 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:15:52 +0000] - GET /slots?limit=25 200 25.552 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:16:06 +0000] - GET /user/2/profile 200 78.829 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[02/Dec/2025:19:16:35 +0000] - GET /user/3/profile 200 73.658 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:36:44 +0000] - GET /user 200 225.622 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:36:45 +0000] - GET /user/rakeback 200 3.750 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:36:46 +0000] - GET /slots?limit=25 200 38.374 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:37:08 +0000] - GET /user/notifications 200 81.865 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:37:21 +0000] - POST /user/rakeback/claim 200 274.982 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:37:36 +0000] - POST /user/rakeback/claim 500 174.682 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:42:02 +0000] - GET /user 200 205.582 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:42:03 +0000] - GET /user/rakeback 200 2.247 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:42:03 +0000] - GET /slots?limit=25 200 39.715 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:42:05 +0000] - GET /user/notifications 200 85.752 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:42:09 +0000] - POST /user/rakeback/claim 500 189.683 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:46:26 +0000] - GET /user 200 188.325 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:46:27 +0000] - GET /user/rakeback 200 3.216 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:46:28 +0000] - GET /slots?limit=25 200 26.261 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:47:31 +0000] - GET /user 200 61.649 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:47:32 +0000] - GET /user/rakeback 200 2.142 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:47:32 +0000] - GET /slots?limit=25 200 29.963 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:47:34 +0000] - POST /user/rakeback/claim 500 243.577 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:53:05 +0000] - GET /user 200 51.831 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:53:06 +0000] - GET /user/rakeback 200 2.110 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:21:53:07 +0000] - GET /slots?limit=25 200 27.715 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:00:03 +0000] - GET /user 200 51.186 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:00:05 +0000] - GET /user/rakeback 200 2.589 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:00:05 +0000] - GET /slots?limit=25 200 25.046 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:03:55 +0000] - GET /user 200 189.151 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:03:56 +0000] - GET /user/rakeback 200 5.345 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:03:57 +0000] - GET /slots?limit=25 200 28.218 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:04:11 +0000] - POST /user/rakeback/claim 500 233.489 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:09:02 +0000] - GET /user 200 179.375 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:09:02 +0000] - GET /user/rakeback 200 4.440 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:09:03 +0000] - GET /slots?limit=25 200 31.246 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:09:07 +0000] - POST /user/rakeback/claim 500 197.853 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[03/Dec/2025:22:15:28 +0000] - GET /mines 200 32.754 ms - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
